seconds	current_backend	desired_backend	current_traefik	desired_traefik
1656436289	1.0	1.0	1.0	1.0
1656436290	1.0	1.0	1.0	1.0
1656436291	1.0	1.0	1.0	1.0
1656436292	1.0	1.0	1.0	1.0
1656436293	1.0	1.0	1.0	1.0
1656436294	1.0	1.0	1.0	1.0
1656436295	1.0	1.0	1.0	1.0
1656436296	1.0	1.0	1.0	1.0
1656436297	1.0	1.0	1.0	1.0
1656436298	1.0	1.0	1.0	1.0
1656436299	1.0	1.0	1.0	1.0
1656436300	1.0	1.0	1.0	1.0
1656436301	1.0	1.0	1.0	1.0
1656436302	1.0	1.0	1.0	1.0
1656436303	1.0	1.0	1.0	1.0
1656436304	1.0	1.0	1.0	1.0
1656436305	1.0	1.0	1.0	1.0
1656436306	1.0	1.0	1.0	1.0
1656436307	1.0	1.0	1.0	1.0
1656436308	1.0	1.0	1.0	1.0
1656436309	1.0	1.0	1.0	1.0
1656436310	1.0	1.0	1.0	1.0
1656436311	1.0	1.0	1.0	1.0
1656436312	1.0	1.0	1.0	1.0
1656436313	1.0	1.0	1.0	1.0
1656436314	1.0	1.0	1.0	1.0
1656436315	1.0	1.0	1.0	1.0
1656436316	1.0	1.0	1.0	1.0
1656436317	1.0	1.0	1.0	1.0
1656436318	1.0	1.0	1.0	1.0
1656436319	1.0	1.0	1.0	1.0
1656436320	1.0	1.0	1.0	1.0
1656436321	1.0	1.0	1.0	1.0
1656436322	1.0	1.0	1.0	1.0
1656436323	1.0	1.0	1.0	1.0
1656436324	1.0	1.0	1.0	1.0
1656436325	1.0	1.0	1.0	1.0
1656436326	1.0	1.0	1.0	1.0
1656436327	1.0	1.0	1.0	1.0
1656436328	1.0	1.0	1.0	1.0
1656436329	1.0	1.0	1.0	1.0
1656436330	1.0	1.0	1.0	1.0
1656436331	1.0	1.0	1.0	1.0
1656436332	1.0	1.0	1.0	1.0
1656436333	1.0	1.0	1.0	1.0
1656436334	1.0	1.0	1.0	1.0
1656436335	1.0	1.0	1.0	1.0
1656436336	1.0	1.0	1.0	1.0
1656436337	1.0	1.0	1.0	1.0
1656436338	1.0	1.0	1.0	1.0
1656436339	1.0	1.0	1.0	1.0
1656436340	1.0	1.0	1.0	1.0
1656436341	1.0	1.0	1.0	1.0
1656436342	1.0	1.0	1.0	1.0
1656436343	1.0	1.0	1.0	1.0
1656436344	1.0	1.0	1.0	1.0
1656436345	1.0	1.0	1.0	1.0
1656436346	1.0	1.0	1.0	1.0
1656436347	1.0	1.0	1.0	1.0
1656436348	1.0	1.0	1.0	1.0
1656436349	1.0	1.0	1.0	1.0
1656436350	1.0	1.0	1.0	1.0
1656436351	1.0	1.0	1.0	1.0
1656436352	1.0	1.0	1.0	1.0
1656436353	1.0	1.0	1.0	1.0
1656436354	1.0	1.0	1.0	1.0
1656436355	1.0	1.0	1.0	1.0
1656436356	1.0	1.0	1.0	1.0
1656436357	1.0	1.0	1.0	1.0
1656436358	1.0	1.0	1.0	1.0
1656436359	1.0	1.0	1.0	1.0
1656436360	1.0	1.0	1.0	1.0
1656436361	1.0	1.0	1.0	1.0
1656436362	1.0	1.0	1.0	1.0
1656436363	1.0	1.0	1.0	1.0
1656436364	1.0	1.0	1.0	1.0
1656436365	1.0	1.0	1.0	1.0
1656436366	1.0	1.0	1.0	1.0
1656436367	1.0	1.0	1.0	1.0
1656436368	1.0	1.0	1.0	1.0
1656436369	1.0	1.0	1.0	1.0
1656436370	1.0	1.0	1.0	1.0
1656436371	1.0	1.0	1.0	1.0
1656436372	1.0	1.0	1.0	1.0
1656436373	1.0	1.0	1.0	1.0
1656436374	1.0	1.0	1.0	1.0
1656436375	1.0	1.0	1.0	1.0
1656436376	1.0	1.0	1.0	1.0
1656436377	1.0	1.0	1.0	1.0
1656436378	1.0	1.0	1.0	1.0
1656436379	1.0	1.0	1.0	1.0
1656436380	1.0	1.0	1.0	1.0
1656436381	1.0	1.0	1.0	1.0
1656436382	1.0	1.0	1.0	1.0
1656436383	1.0	1.0	1.0	1.0
1656436384	1.0	1.0	1.0	1.0
1656436385	1.0	1.0	1.0	1.0
1656436386	1.0	1.0	1.0	1.0
1656436387	1.0	1.0	1.0	1.0
1656436388	1.0	1.0	1.0	1.0
1656436389	1.0	1.0	1.0	1.0
1656436390	1.0	1.0	1.0	1.0
1656436391	1.0	1.0	1.0	1.0
1656436392	1.0	1.0	1.0	1.0
1656436393	1.0	1.0	1.0	1.0
1656436394	1.0	1.0	1.0	1.0
1656436395	1.0	1.0	1.0	1.0
1656436396	1.0	1.0	1.0	1.0
1656436397	1.0	1.0	1.0	1.0
1656436398	1.0	1.0	1.0	1.0
1656436399	1.0	1.0	1.0	1.0
1656436400	1.0	1.0	1.0	1.0
1656436401	1.0	1.0	1.0	1.0
1656436402	1.0	1.0	1.0	1.0
1656436403	1.0	1.0	1.0	1.0
1656436404	1.0	1.0	1.0	1.0
1656436405	1.0	1.0	1.0	1.0
1656436406	1.0	1.0	1.0	1.0
1656436407	1.0	1.0	1.0	1.0
1656436408	1.0	1.0	1.0	1.0
1656436409	1.0	1.0	1.0	1.0
1656436410	1.0	1.0	1.0	1.0
1656436411	1.0	1.0	1.0	1.0
1656436412	1.0	1.0	1.0	1.0
1656436413	1.0	1.0	1.0	1.0
1656436414	1.0	1.0	1.0	1.0
1656436415	1.0	1.0	1.0	1.0
1656436416	1.0	1.0	1.0	1.0
1656436417	1.0	1.0	1.0	1.0
1656436418	1.0	1.0	1.0	1.0
1656436419	1.0	1.0	1.0	1.0
1656436420	1.0	1.0	1.0	1.0
1656436421	1.0	1.0	1.0	1.0
1656436422	1.0	1.0	1.0	1.0
1656436423	1.0	1.0	1.0	1.0
1656436424	1.0	1.0	1.0	1.0
1656436425	1.0	1.0	1.0	1.0
1656436426	1.0	1.0	1.0	1.0
1656436427	1.0	1.0	1.0	1.0
1656436428	1.0	1.0	1.0	1.0
1656436429	1.0	1.0	1.0	1.0
1656436430	1.0	1.0	1.0	1.0
1656436431	1.0	1.0	1.0	1.0
1656436432	1.0	1.0	1.0	1.0
1656436433	1.0	1.0	1.0	1.0
1656436434	1.0	1.0	1.0	1.0
1656436435	1.0	1.0	1.0	1.0
1656436436	1.0	1.0	1.0	1.0
1656436437	1.0	1.0	1.0	1.0
1656436438	1.0	1.0	1.0	1.0
1656436439	1.0	1.0	1.0	1.0
1656436440	1.0	1.0	1.0	1.0
1656436441	1.0	1.0	1.0	1.0
1656436442	1.0	1.0	1.0	1.0
1656436443	1.0	1.0	1.0	1.0
1656436444	1.0	1.0	1.0	1.0
1656436445	1.0	1.0	1.0	1.0
1656436446	1.0	1.0	1.0	1.0
1656436447	1.0	1.0	1.0	1.0
1656436448	1.0	1.0	1.0	1.0
1656436449	1.0	1.0	1.0	1.0
1656436450	1.0	1.0	1.0	1.0
1656436451	1.0	1.0	1.0	1.0
1656436452	1.0	1.0	1.0	1.0
