seconds	current_backend	desired_backend	current_traefik	desired_traefik
1656498964	5.0	5.0	4.0	4.0
1656498965	5.0	5.0	4.0	4.0
1656498966	5.0	5.0	4.0	4.0
1656498967	5.0	5.0	4.0	4.0
1656498970	5.0	5.0	4.0	4.0
1656498971	5.0	5.0	4.0	4.0
1656498973	5.0	5.0	4.0	4.0
1656498975	5.0	5.0	4.0	4.0
1656498976	5.0	5.0	4.0	4.0
1656498978	5.0	5.0	4.0	4.0
1656498979	5.0	5.0	4.0	4.0
1656498981	5.0	5.0	4.0	4.0
1656498982	5.0	5.0	4.0	4.0
1656498983	5.0	5.0	4.0	4.0
1656498984	5.0	5.0	4.0	4.0
1656498986	5.0	5.0	4.0	4.0
